entidad,edad_original,edad,sexo,poblacion
Tamaulipas,82 Años,82,Hombres,2904
Tamaulipas,82 Años,82,Mujeres,3739
Tamaulipas,83 Años,83,Hombres,2667
Tamaulipas,83 Años,83,Mujeres,3467
Tamaulipas,84 Años,84,Hombres,2417
Tamaulipas,84 Años,84,Mujeres,3277
Tamaulipas,85 Años,85,Hombres,2231
Tamaulipas,85 Años,85,Mujeres,2926
Tamaulipas,86 Años,86,Hombres,1880
Tamaulipas,86 Años,86,Mujeres,2471
Tamaulipas,87 Años,87,Hombres,1379
Tamaulipas,87 Años,87,Mujeres,1872
Tamaulipas,88 Años,88,Hombres,1125
Tamaulipas,88 Años,88,Mujeres,1487
Tamaulipas,89 Años,89,Hombres,1048
Tamaulipas,89 Años,89,Mujeres,1511
Tamaulipas,90 Años,90,Hombres,1001
Tamaulipas,90 Años,90,Mujeres,1400
Tamaulipas,91 Años,91,Hombres,484
Tamaulipas,91 Años,91,Mujeres,783
Tamaulipas,92 Años,92,Hombres,513
Tamaulipas,92 Años,92,Mujeres,831
Tamaulipas,93 Años,93,Hombres,430
Tamaulipas,93 Años,93,Mujeres,677
Tamaulipas,94 Años,94,Hombres,368
Tamaulipas,94 Años,94,Mujeres,626
Tamaulipas,95 Años,95,Hombres,287
Tamaulipas,95 Años,95,Mujeres,471
Tamaulipas,96 Años,96,Hombres,230
Tamaulipas,96 Años,96,Mujeres,334
Tamaulipas,97 Años,97,Hombres,174
Tamaulipas,97 Años,97,Mujeres,246
Tamaulipas,98 Años,98,Hombres,137
Tamaulipas,98 Años,98,Mujeres,197
Tamaulipas,99 Años,99,Hombres,84
Tamaulipas,99 Años,99,Mujeres,127
Tamaulipas,100 años y más,100,Hombres,146
Tamaulipas,100 años y más,100,Mujeres,207
Tamaulipas,No especificado,NA,Hombres,2820
Tamaulipas,No especificado,NA,Mujeres,2834
Tlaxcala,0 Años,0,Hombres,10278
Tlaxcala,0 Años,0,Mujeres,9997
Tlaxcala,1 Año,1,Hombres,10704
Tlaxcala,1 Año,1,Mujeres,10552
Tlaxcala,2 Años,2,Hombres,11191
Tlaxcala,2 Años,2,Mujeres,11237
Tlaxcala,3 Años,3,Hombres,11455
Tlaxcala,3 Años,3,Mujeres,11304
Tlaxcala,4 Años,4,Hombres,12057
Tlaxcala,4 Años,4,Mujeres,11685
Tlaxcala,5 Años,5,Hombres,12117
Tlaxcala,5 Años,5,Mujeres,11889
Tlaxcala,6 Años,6,Hombres,11564
Tlaxcala,6 Años,6,Mujeres,11434
Tlaxcala,7 Años,7,Hombres,12031
Tlaxcala,7 Años,7,Mujeres,11657
Tlaxcala,8 Años,8,Hombres,12630
Tlaxcala,8 Años,8,Mujeres,11829
Tlaxcala,9 Años,9,Hombres,11343
Tlaxcala,9 Años,9,Mujeres,11244
Tlaxcala,10 Años,10,Hombres,12804
Tlaxcala,10 Años,10,Mujeres,12143
Tlaxcala,11 Años,11,Hombres,11522
Tlaxcala,11 Años,11,Mujeres,11222
Tlaxcala,12 Años,12,Hombres,12401
Tlaxcala,12 Años,12,Mujeres,12036
Tlaxcala,13 Años,13,Hombres,11876
Tlaxcala,13 Años,13,Mujeres,11700
Tlaxcala,14 Años,14,Hombres,12144
Tlaxcala,14 Años,14,Mujeres,11870
Tlaxcala,15 Años,15,Hombres,12614
Tlaxcala,15 Años,15,Mujeres,11978
Tlaxcala,16 Años,16,Hombres,11924
Tlaxcala,16 Años,16,Mujeres,11584
Tlaxcala,17 Años,17,Hombres,12932
Tlaxcala,17 Años,17,Mujeres,12192
Tlaxcala,18 Años,18,Hombres,13161
Tlaxcala,18 Años,18,Mujeres,12788
Tlaxcala,19 Años,19,Hombres,10901
Tlaxcala,19 Años,19,Mujeres,11133
Tlaxcala,20 Años,20,Hombres,12832
Tlaxcala,20 Años,20,Mujeres,12835
Tlaxcala,21 Años,21,Hombres,10387
Tlaxcala,21 Años,21,Mujeres,10291
Tlaxcala,22 Años,22,Hombres,11909
Tlaxcala,22 Años,22,Mujeres,11723
Tlaxcala,23 Años,23,Hombres,10664
Tlaxcala,23 Años,23,Mujeres,11055
Tlaxcala,24 Años,24,Hombres,10946
Tlaxcala,24 Años,24,Mujeres,11295
Tlaxcala,25 Años,25,Hombres,11318
Tlaxcala,25 Años,25,Mujeres,11836
Tlaxcala,26 Años,26,Hombres,10202
Tlaxcala,26 Años,26,Mujeres,11014
Tlaxcala,27 Años,27,Hombres,9719
Tlaxcala,27 Años,27,Mujeres,10194
Tlaxcala,28 Años,28,Hombres,10283
Tlaxcala,28 Años,28,Mujeres,10813
Tlaxcala,29 Años,29,Hombres,9368
Tlaxcala,29 Años,29,Mujeres,10011
Tlaxcala,30 Años,30,Hombres,11567
Tlaxcala,30 Años,30,Mujeres,12640
Tlaxcala,31 Años,31,Hombres,7218
Tlaxcala,31 Años,31,Mujeres,8123
Tlaxcala,32 Años,32,Hombres,9634
Tlaxcala,32 Años,32,Mujeres,10975
Tlaxcala,33 Años,33,Hombres,8451
Tlaxcala,33 Años,33,Mujeres,9750
Tlaxcala,34 Años,34,Hombres,8514
Tlaxcala,34 Años,34,Mujeres,9640
Tlaxcala,35 Años,35,Hombres,9458
Tlaxcala,35 Años,35,Mujeres,11038
Tlaxcala,36 Años,36,Hombres,8829
Tlaxcala,36 Años,36,Mujeres,10630
Tlaxcala,37 Años,37,Hombres,7701
Tlaxcala,37 Años,37,Mujeres,9095
Tlaxcala,38 Años,38,Hombres,9506
Tlaxcala,38 Años,38,Mujeres,11120
Tlaxcala,39 Años,39,Hombres,8092
Tlaxcala,39 Años,39,Mujeres,9427
Tlaxcala,40 Años,40,Hombres,10974
Tlaxcala,40 Años,40,Mujeres,12442
Tlaxcala,41 Años,41,Hombres,6284
Tlaxcala,41 Años,41,Mujeres,7419
Tlaxcala,42 Años,42,Hombres,9596
Tlaxcala,42 Años,42,Mujeres,11003
Tlaxcala,43 Años,43,Hombres,7805
Tlaxcala,43 Años,43,Mujeres,8908
Tlaxcala,44 Años,44,Hombres,6891
Tlaxcala,44 Años,44,Mujeres,8126
Tlaxcala,45 Años,45,Hombres,9005
Tlaxcala,45 Años,45,Mujeres,10220
Tlaxcala,46 Años,46,Hombres,7238
Tlaxcala,46 Años,46,Mujeres,8487
Tlaxcala,47 Años,47,Hombres,7015
Tlaxcala,47 Años,47,Mujeres,8031
Tlaxcala,48 Años,48,Hombres,7246
Tlaxcala,48 Años,48,Mujeres,8650
Tlaxcala,49 Años,49,Hombres,6778
Tlaxcala,49 Años,49,Mujeres,7725
Tlaxcala,50 Años,50,Hombres,8522
Tlaxcala,50 Años,50,Mujeres,10189
Tlaxcala,51 Años,51,Hombres,5074
Tlaxcala,51 Años,51,Mujeres,5903
Tlaxcala,52 Años,52,Hombres,7117
Tlaxcala,52 Años,52,Mujeres,8149
Tlaxcala,53 Años,53,Hombres,5899
Tlaxcala,53 Años,53,Mujeres,6831
Tlaxcala,54 Años,54,Hombres,5928
Tlaxcala,54 Años,54,Mujeres,7170
Tlaxcala,55 Años,55,Hombres,6076
Tlaxcala,55 Años,55,Mujeres,7098
Tlaxcala,56 Años,56,Hombres,5925
Tlaxcala,56 Años,56,Mujeres,6552
Tlaxcala,57 Años,57,Hombres,4437
Tlaxcala,57 Años,57,Mujeres,5243
Tlaxcala,58 Años,58,Hombres,5156
Tlaxcala,58 Años,58,Mujeres,5823
Tlaxcala,59 Años,59,Hombres,4592
Tlaxcala,59 Años,59,Mujeres,5413
Tlaxcala,60 Años,60,Hombres,6057
Tlaxcala,60 Años,60,Mujeres,6866
Tlaxcala,61 Años,61,Hombres,3392
Tlaxcala,61 Años,61,Mujeres,3868
Tlaxcala,62 Años,62,Hombres,4334
Tlaxcala,62 Años,62,Mujeres,5066
Tlaxcala,63 Años,63,Hombres,4223
Tlaxcala,63 Años,63,Mujeres,4659
Tlaxcala,64 Años,64,Hombres,3678
Tlaxcala,64 Años,64,Mujeres,4362
Tlaxcala,65 Años,65,Hombres,4305
Tlaxcala,65 Años,65,Mujeres,4961
Tlaxcala,66 Años,66,Hombres,2975
Tlaxcala,66 Años,66,Mujeres,3355
Tlaxcala,67 Años,67,Hombres,2906
Tlaxcala,67 Años,67,Mujeres,3362
Tlaxcala,68 Años,68,Hombres,3304
Tlaxcala,68 Años,68,Mujeres,3718
Tlaxcala,69 Años,69,Hombres,2429
Tlaxcala,69 Años,69,Mujeres,2643
Tlaxcala,70 Años,70,Hombres,2947
Tlaxcala,70 Años,70,Mujeres,3455
Tlaxcala,71 Años,71,Hombres,1634
Tlaxcala,71 Años,71,Mujeres,1974
Tlaxcala,72 Años,72,Hombres,2586
Tlaxcala,72 Años,72,Mujeres,2948
Tlaxcala,73 Años,73,Hombres,2152
Tlaxcala,73 Años,73,Mujeres,2422
Tlaxcala,74 Años,74,Hombres,2006
Tlaxcala,74 Años,74,Mujeres,2371
Tlaxcala,75 Años,75,Hombres,2000
Tlaxcala,75 Años,75,Mujeres,2280
Tlaxcala,76 Años,76,Hombres,1768
Tlaxcala,76 Años,76,Mujeres,1983
Tlaxcala,77 Años,77,Hombres,1464
Tlaxcala,77 Años,77,Mujeres,1530
Tlaxcala,78 Años,78,Hombres,1723
Tlaxcala,78 Años,78,Mujeres,1805
Tlaxcala,79 Años,79,Hombres,1285
Tlaxcala,79 Años,79,Mujeres,1529
Tlaxcala,80 Años,80,Hombres,1493
Tlaxcala,80 Años,80,Mujeres,1718
Tlaxcala,81 Años,81,Hombres,796
Tlaxcala,81 Años,81,Mujeres,916
Tlaxcala,82 Años,82,Hombres,1072
Tlaxcala,82 Años,82,Mujeres,1261
Tlaxcala,83 Años,83,Hombres,955
Tlaxcala,83 Años,83,Mujeres,1166
Tlaxcala,84 Años,84,Hombres,1019
Tlaxcala,84 Años,84,Mujeres,1195
Tlaxcala,85 Años,85,Hombres,832
Tlaxcala,85 Años,85,Mujeres,1098
Tlaxcala,86 Años,86,Hombres,741
Tlaxcala,86 Años,86,Mujeres,993
Tlaxcala,87 Años,87,Hombres,627
Tlaxcala,87 Años,87,Mujeres,775
Tlaxcala,88 Años,88,Hombres,524
Tlaxcala,88 Años,88,Mujeres,616
Tlaxcala,89 Años,89,Hombres,501
Tlaxcala,89 Años,89,Mujeres,618
Tlaxcala,90 Años,90,Hombres,451
Tlaxcala,90 Años,90,Mujeres,650
Tlaxcala,91 Años,91,Hombres,223
Tlaxcala,91 Años,91,Mujeres,269
Tlaxcala,92 Años,92,Hombres,265
Tlaxcala,92 Años,92,Mujeres,349
Tlaxcala,93 Años,93,Hombres,219
Tlaxcala,93 Años,93,Mujeres,305
Tlaxcala,94 Años,94,Hombres,195
Tlaxcala,94 Años,94,Mujeres,291
Tlaxcala,95 Años,95,Hombres,174
Tlaxcala,95 Años,95,Mujeres,210
Tlaxcala,96 Años,96,Hombres,157
Tlaxcala,96 Años,96,Mujeres,168
Tlaxcala,97 Años,97,Hombres,76
Tlaxcala,97 Años,97,Mujeres,135
Tlaxcala,98 Años,98,Hombres,75
Tlaxcala,98 Años,98,Mujeres,108
Tlaxcala,99 Años,99,Hombres,50
Tlaxcala,99 Años,99,Mujeres,78
Tlaxcala,100 años y más,100,Hombres,57
Tlaxcala,100 años y más,100,Mujeres,140
Tlaxcala,No especificado,NA,Hombres,10419
Tlaxcala,No especificado,NA,Mujeres,10506
Veracruz de Ignacio de la Llave,0 Años,0,Hombres,54924
Veracruz de Ignacio de la Llave,0 Años,0,Mujeres,53961
Veracruz de Ignacio de la Llave,1 Año,1,Hombres,57964
Veracruz de Ignacio de la Llave,1 Año,1,Mujeres,56975
Veracruz de Ignacio de la Llave,2 Años,2,Hombres,60156
Veracruz de Ignacio de la Llave,2 Años,2,Mujeres,58766
Veracruz de Ignacio de la Llave,3 Años,3,Hombres,62288
Veracruz de Ignacio de la Llave,3 Años,3,Mujeres,61951
Veracruz de Ignacio de la Llave,4 Años,4,Hombres,67781
Veracruz de Ignacio de la Llave,4 Años,4,Mujeres,65487
Veracruz de Ignacio de la Llave,5 Años,5,Hombres,68517
Veracruz de Ignacio de la Llave,5 Años,5,Mujeres,66737
Veracruz de Ignacio de la Llave,6 Años,6,Hombres,66103
Veracruz de Ignacio de la Llave,6 Años,6,Mujeres,64814
Veracruz de Ignacio de la Llave,7 Años,7,Hombres,68461
Veracruz de Ignacio de la Llave,7 Años,7,Mujeres,66509
Veracruz de Ignacio de la Llave,8 Años,8,Hombres,71415
Veracruz de Ignacio de la Llave,8 Años,8,Mujeres,68340
Veracruz de Ignacio de la Llave,9 Años,9,Hombres,67839
Veracruz de Ignacio de la Llave,9 Años,9,Mujeres,66447
Veracruz de Ignacio de la Llave,10 Años,10,Hombres,72444
Veracruz de Ignacio de la Llave,10 Años,10,Mujeres,69405
Veracruz de Ignacio de la Llave,11 Años,11,Hombres,66743
Veracruz de Ignacio de la Llave,11 Años,11,Mujeres,65487
Veracruz de Ignacio de la Llave,12 Años,12,Hombres,71412
Veracruz de Ignacio de la Llave,12 Años,12,Mujeres,69195
Veracruz de Ignacio de la Llave,13 Años,13,Hombres,68106
Veracruz de Ignacio de la Llave,13 Años,13,Mujeres,66477
Veracruz de Ignacio de la Llave,14 Años,14,Hombres,68975
Veracruz de Ignacio de la Llave,14 Años,14,Mujeres,67224
Veracruz de Ignacio de la Llave,15 Años,15,Hombres,71397
Veracruz de Ignacio de la Llave,15 Años,15,Mujeres,68288
Veracruz de Ignacio de la Llave,16 Años,16,Hombres,67555
Veracruz de Ignacio de la Llave,16 Años,16,Mujeres,66953
Veracruz de Ignacio de la Llave,17 Años,17,Hombres,73285
Veracruz de Ignacio de la Llave,17 Años,17,Mujeres,70554
Veracruz de Ignacio de la Llave,18 Años,18,Hombres,72490
Veracruz de Ignacio de la Llave,18 Años,18,Mujeres,70156
Veracruz de Ignacio de la Llave,19 Años,19,Hombres,59426
Veracruz de Ignacio de la Llave,19 Años,19,Mujeres,61444
Veracruz de Ignacio de la Llave,20 Años,20,Hombres,66115
Veracruz de Ignacio de la Llave,20 Años,20,Mujeres,67560
Veracruz de Ignacio de la Llave,21 Años,21,Hombres,54085
Veracruz de Ignacio de la Llave,21 Años,21,Mujeres,56492
Veracruz de Ignacio de la Llave,22 Años,22,Hombres,60272
Veracruz de Ignacio de la Llave,22 Años,22,Mujeres,62058
Veracruz de Ignacio de la Llave,23 Años,23,Hombres,56163
Veracruz de Ignacio de la Llave,23 Años,23,Mujeres,60740
Veracruz de Ignacio de la Llave,24 Años,24,Hombres,55724
Veracruz de Ignacio de la Llave,24 Años,24,Mujeres,61185
Veracruz de Ignacio de la Llave,25 Años,25,Hombres,58146
Veracruz de Ignacio de la Llave,25 Años,25,Mujeres,64662
Veracruz de Ignacio de la Llave,26 Años,26,Hombres,52968
Veracruz de Ignacio de la Llave,26 Años,26,Mujeres,60790
Veracruz de Ignacio de la Llave,27 Años,27,Hombres,54028
Veracruz de Ignacio de la Llave,27 Años,27,Mujeres,60586
Veracruz de Ignacio de la Llave,28 Años,28,Hombres,55709
Veracruz de Ignacio de la Llave,28 Años,28,Mujeres,62346
Veracruz de Ignacio de la Llave,29 Años,29,Hombres,51833
Veracruz de Ignacio de la Llave,29 Años,29,Mujeres,59353
Veracruz de Ignacio de la Llave,30 Años,30,Hombres,65731
Veracruz de Ignacio de la Llave,30 Años,30,Mujeres,73850
Veracruz de Ignacio de la Llave,31 Años,31,Hombres,42489
Veracruz de Ignacio de la Llave,31 Años,31,Mujeres,50625
Veracruz de Ignacio de la Llave,32 Años,32,Hombres,55589
Veracruz de Ignacio de la Llave,32 Años,32,Mujeres,64294
Veracruz de Ignacio de la Llave,33 Años,33,Hombres,50055
Veracruz de Ignacio de la Llave,33 Años,33,Mujeres,58914
Veracruz de Ignacio de la Llave,34 Años,34,Hombres,49545
Veracruz de Ignacio de la Llave,34 Años,34,Mujeres,57029
Veracruz de Ignacio de la Llave,35 Años,35,Hombres,56149
Veracruz de Ignacio de la Llave,35 Años,35,Mujeres,64625
Veracruz de Ignacio de la Llave,36 Años,36,Hombres,51790
Veracruz de Ignacio de la Llave,36 Años,36,Mujeres,61223
Veracruz de Ignacio de la Llave,37 Años,37,Hombres,46205
Veracruz de Ignacio de la Llave,37 Años,37,Mujeres,53940
Veracruz de Ignacio de la Llave,38 Años,38,Hombres,56267
Veracruz de Ignacio de la Llave,38 Años,38,Mujeres,64089
Veracruz de Ignacio de la Llave,39 Años,39,Hombres,48194
Veracruz de Ignacio de la Llave,39 Años,39,Mujeres,56309
Veracruz de Ignacio de la Llave,40 Años,40,Hombres,64113
Veracruz de Ignacio de la Llave,40 Años,40,Mujeres,73740
Veracruz de Ignacio de la Llave,41 Años,41,Hombres,37272
Veracruz de Ignacio de la Llave,41 Años,41,Mujeres,44578
Veracruz de Ignacio de la Llave,42 Años,42,Hombres,56056
Veracruz de Ignacio de la Llave,42 Años,42,Mujeres,65458
Veracruz de Ignacio de la Llave,43 Años,43,Hombres,46711
Veracruz de Ignacio de la Llave,43 Años,43,Mujeres,55548
Veracruz de Ignacio de la Llave,44 Años,44,Hombres,43136
Veracruz de Ignacio de la Llave,44 Años,44,Mujeres,51055
Veracruz de Ignacio de la Llave,45 Años,45,Hombres,54750
Veracruz de Ignacio de la Llave,45 Años,45,Mujeres,61836
Veracruz de Ignacio de la Llave,46 Años,46,Hombres,44785
Veracruz de Ignacio de la Llave,46 Años,46,Mujeres,52378
Veracruz de Ignacio de la Llave,47 Años,47,Hombres,45728
Veracruz de Ignacio de la Llave,47 Años,47,Mujeres,52982
Veracruz de Ignacio de la Llave,48 Años,48,Hombres,49530
Veracruz de Ignacio de la Llave,48 Años,48,Mujeres,56318
Veracruz de Ignacio de la Llave,49 Años,49,Hombres,45366
Veracruz de Ignacio de la Llave,49 Años,49,Mujeres,52479
Veracruz de Ignacio de la Llave,50 Años,50,Hombres,58637
Veracruz de Ignacio de la Llave,50 Años,50,Mujeres,66204
Veracruz de Ignacio de la Llave,51 Años,51,Hombres,35622
Veracruz de Ignacio de la Llave,51 Años,51,Mujeres,41134
Veracruz de Ignacio de la Llave,52 Años,52,Hombres,48459
Veracruz de Ignacio de la Llave,52 Años,52,Mujeres,54629
Veracruz de Ignacio de la Llave,53 Años,53,Hombres,42145
Veracruz de Ignacio de la Llave,53 Años,53,Mujeres,48587
Veracruz de Ignacio de la Llave,54 Años,54,Hombres,42809
Veracruz de Ignacio de la Llave,54 Años,54,Mujeres,50284
Veracruz de Ignacio de la Llave,55 Años,55,Hombres,44089
Veracruz de Ignacio de la Llave,55 Años,55,Mujeres,49409
Veracruz de Ignacio de la Llave,56 Años,56,Hombres,41958
Veracruz de Ignacio de la Llave,56 Años,56,Mujeres,45909
Veracruz de Ignacio de la Llave,57 Años,57,Hombres,34048
Veracruz de Ignacio de la Llave,57 Años,57,Mujeres,38868
Veracruz de Ignacio de la Llave,58 Años,58,Hombres,37271
Veracruz de Ignacio de la Llave,58 Años,58,Mujeres,42271
Veracruz de Ignacio de la Llave,59 Años,59,Hombres,35156
Veracruz de Ignacio de la Llave,59 Años,59,Mujeres,39731
Veracruz de Ignacio de la Llave,60 Años,60,Hombres,43865
Veracruz de Ignacio de la Llave,60 Años,60,Mujeres,48994
Veracruz de Ignacio de la Llave,61 Años,61,Hombres,25175
Veracruz de Ignacio de la Llave,61 Años,61,Mujeres,28826
Veracruz de Ignacio de la Llave,62 Años,62,Hombres,32616
Veracruz de Ignacio de la Llave,62 Años,62,Mujeres,36507
Veracruz de Ignacio de la Llave,63 Años,63,Hombres,31243
Veracruz de Ignacio de la Llave,63 Años,63,Mujeres,35699
Veracruz de Ignacio de la Llave,64 Años,64,Hombres,30100
Veracruz de Ignacio de la Llave,64 Años,64,Mujeres,34825
Veracruz de Ignacio de la Llave,65 Años,65,Hombres,33732
Veracruz de Ignacio de la Llave,65 Años,65,Mujeres,38183
Veracruz de Ignacio de la Llave,66 Años,66,Hombres,23918
Veracruz de Ignacio de la Llave,66 Años,66,Mujeres,27463
Veracruz de Ignacio de la Llave,67 Años,67,Hombres,24667
Veracruz de Ignacio de la Llave,67 Años,67,Mujeres,27041
Veracruz de Ignacio de la Llave,68 Años,68,Hombres,27474
Veracruz de Ignacio de la Llave,68 Años,68,Mujeres,32063
Veracruz de Ignacio de la Llave,69 Años,69,Hombres,20940
Veracruz de Ignacio de la Llave,69 Años,69,Mujeres,23752
Veracruz de Ignacio de la Llave,70 Años,70,Hombres,25226
Veracruz de Ignacio de la Llave,70 Años,70,Mujeres,29016
Veracruz de Ignacio de la Llave,71 Años,71,Hombres,15110
Veracruz de Ignacio de la Llave,71 Años,71,Mujeres,16782
Veracruz de Ignacio de la Llave,72 Años,72,Hombres,20982
Veracruz de Ignacio de la Llave,72 Años,72,Mujeres,23108
Veracruz de Ignacio de la Llave,73 Años,73,Hombres,17812
Veracruz de Ignacio de la Llave,73 Años,73,Mujeres,19846
Veracruz de Ignacio de la Llave,74 Años,74,Hombres,16305
Veracruz de Ignacio de la Llave,74 Años,74,Mujeres,18969
Veracruz de Ignacio de la Llave,75 Años,75,Hombres,17447
Veracruz de Ignacio de la Llave,75 Años,75,Mujeres,19315
Veracruz de Ignacio de la Llave,76 Años,76,Hombres,14239
Veracruz de Ignacio de la Llave,76 Años,76,Mujeres,16061
Veracruz de Ignacio de la Llave,77 Años,77,Hombres,12122
Veracruz de Ignacio de la Llave,77 Años,77,Mujeres,13253
Veracruz de Ignacio de la Llave,78 Años,78,Hombres,14092
Veracruz de Ignacio de la Llave,78 Años,78,Mujeres,15692
Veracruz de Ignacio de la Llave,79 Años,79,Hombres,11064
Veracruz de Ignacio de la Llave,79 Años,79,Mujeres,12452
Veracruz de Ignacio de la Llave,80 Años,80,Hombres,12897
Veracruz de Ignacio de la Llave,80 Años,80,Mujeres,15458
Veracruz de Ignacio de la Llave,81 Años,81,Hombres,6850
Veracruz de Ignacio de la Llave,81 Años,81,Mujeres,7833
Veracruz de Ignacio de la Llave,82 Años,82,Hombres,8315
Veracruz de Ignacio de la Llave,82 Años,82,Mujeres,10083
Veracruz de Ignacio de la Llave,83 Años,83,Hombres,7487
Veracruz de Ignacio de la Llave,83 Años,83,Mujeres,9406
Veracruz de Ignacio de la Llave,84 Años,84,Hombres,7533
Veracruz de Ignacio de la Llave,84 Años,84,Mujeres,9370
Veracruz de Ignacio de la Llave,85 Años,85,Hombres,6948
Veracruz de Ignacio de la Llave,85 Años,85,Mujeres,8719
Veracruz de Ignacio de la Llave,86 Años,86,Hombres,5499
Veracruz de Ignacio de la Llave,86 Años,86,Mujeres,7002
Veracruz de Ignacio de la Llave,87 Años,87,Hombres,4265
Veracruz de Ignacio de la Llave,87 Años,87,Mujeres,5567
Veracruz de Ignacio de la Llave,88 Años,88,Hombres,3632
Veracruz de Ignacio de la Llave,88 Años,88,Mujeres,4810
Veracruz de Ignacio de la Llave,89 Años,89,Hombres,3340
Veracruz de Ignacio de la Llave,89 Años,89,Mujeres,4616
Veracruz de Ignacio de la Llave,90 Años,90,Hombres,3480
Veracruz de Ignacio de la Llave,90 Años,90,Mujeres,4826
Veracruz de Ignacio de la Llave,91 Años,91,Hombres,1406
Veracruz de Ignacio de la Llave,91 Años,91,Mujeres,1995
Veracruz de Ignacio de la Llave,92 Años,92,Hombres,1667
Veracruz de Ignacio de la Llave,92 Años,92,Mujeres,2314
Veracruz de Ignacio de la Llave,93 Años,93,Hombres,1364
Veracruz de Ignacio de la Llave,93 Años,93,Mujeres,1938
Veracruz de Ignacio de la Llave,94 Años,94,Hombres,1149
Veracruz de Ignacio de la Llave,94 Años,94,Mujeres,1686
Veracruz de Ignacio de la Llave,95 Años,95,Hombres,1028
Veracruz de Ignacio de la Llave,95 Años,95,Mujeres,1526
Veracruz de Ignacio de la Llave,96 Años,96,Hombres,816
Veracruz de Ignacio de la Llave,96 Años,96,Mujeres,1102
Veracruz de Ignacio de la Llave,97 Años,97,Hombres,542
Veracruz de Ignacio de la Llave,97 Años,97,Mujeres,846
Veracruz de Ignacio de la Llave,98 Años,98,Hombres,544
Veracruz de Ignacio de la Llave,98 Años,98,Mujeres,845
Veracruz de Ignacio de la Llave,99 Años,99,Hombres,398
Veracruz de Ignacio de la Llave,99 Años,99,Mujeres,657
Veracruz de Ignacio de la Llave,100 años y más,100,Hombres,799
Veracruz de Ignacio de la Llave,100 años y más,100,Mujeres,1358
Veracruz de Ignacio de la Llave,No especificado,NA,Hombres,1707
Veracruz de Ignacio de la Llave,No especificado,NA,Mujeres,1763
Yucatán,0 Años,0,Hombres,15978
Yucatán,0 Años,0,Mujeres,15600
Yucatán,1 Año,1,Hombres,17271
Yucatán,1 Año,1,Mujeres,16906
Yucatán,2 Años,2,Hombres,18061
Yucatán,2 Años,2,Mujeres,17335
Yucatán,3 Años,3,Hombres,18489
Yucatán,3 Años,3,Mujeres,17890
Yucatán,4 Años,4,Hombres,19536
Yucatán,4 Años,4,Mujeres,18920
Yucatán,5 Años,5,Hombres,19249
Yucatán,5 Años,5,Mujeres,19052
Yucatán,6 Años,6,Hombres,18847
Yucatán,6 Años,6,Mujeres,18337
Yucatán,7 Años,7,Hombres,18968
Yucatán,7 Años,7,Mujeres,18420
Yucatán,8 Años,8,Hombres,18860
Yucatán,8 Años,8,Mujeres,18459
Yucatán,9 Años,9,Hombres,17978
Yucatán,9 Años,9,Mujeres,17952
Yucatán,10 Años,10,Hombres,19637
Yucatán,10 Años,10,Mujeres,19025
Yucatán,11 Años,11,Hombres,18757
Yucatán,11 Años,11,Mujeres,18271
Yucatán,12 Años,12,Hombres,19857
Yucatán,12 Años,12,Mujeres,19006
Yucatán,13 Años,13,Hombres,18815
Yucatán,13 Años,13,Mujeres,18375
Yucatán,14 Años,14,Hombres,18767
Yucatán,14 Años,14,Mujeres,18627
Yucatán,15 Años,15,Hombres,19724
Yucatán,15 Años,15,Mujeres,19060
Yucatán,16 Años,16,Hombres,18633
Yucatán,16 Años,16,Mujeres,18473
Yucatán,17 Años,17,Hombres,20378
Yucatán,17 Años,17,Mujeres,19409
Yucatán,18 Años,18,Hombres,21436
Yucatán,18 Años,18,Mujeres,20490
Yucatán,19 Años,19,Hombres,19246
Yucatán,19 Años,19,Mujeres,19514
Yucatán,20 Años,20,Hombres,21636
Yucatán,20 Años,20,Mujeres,21929
Yucatán,21 Años,21,Hombres,18637
Yucatán,21 Años,21,Mujeres,18441
Yucatán,22 Años,22,Hombres,20593
Yucatán,22 Años,22,Mujeres,19965
Yucatán,23 Años,23,Hombres,19426
Yucatán,23 Años,23,Mujeres,19395
Yucatán,24 Años,24,Hombres,19793
Yucatán,24 Años,24,Mujeres,19710
Yucatán,25 Años,25,Hombres,20341
Yucatán,25 Años,25,Mujeres,20314
Yucatán,26 Años,26,Hombres,18753
Yucatán,26 Años,26,Mujeres,19494
Yucatán,27 Años,27,Hombres,18890
Yucatán,27 Años,27,Mujeres,19255
Yucatán,28 Años,28,Hombres,19067
Yucatán,28 Años,28,Mujeres,19321
Yucatán,29 Años,29,Hombres,17475
Yucatán,29 Años,29,Mujeres,18065
Yucatán,30 Años,30,Hombres,22245
Yucatán,30 Años,30,Mujeres,22713
Yucatán,31 Años,31,Hombres,14680
Yucatán,31 Años,31,Mujeres,16062
Yucatán,32 Años,32,Hombres,18210
Yucatán,32 Años,32,Mujeres,19120
Yucatán,33 Años,33,Hombres,17289
Yucatán,33 Años,33,Mujeres,18276
Yucatán,34 Años,34,Hombres,16779
Yucatán,34 Años,34,Mujeres,17661
Yucatán,35 Años,35,Hombres,18415
Yucatán,35 Años,35,Mujeres,19401
Yucatán,36 Años,36,Hombres,17219
Yucatán,36 Años,36,Mujeres,18163
Yucatán,37 Años,37,Hombres,15487
Yucatán,37 Años,37,Mujeres,16399
Yucatán,38 Años,38,Hombres,18197
